qid,abstractqueryexpansion,abstractqueryexpansion.qld.map,star_model_count,method.1,metric.1,query.1,method.2,metric.2,query.2,method.3,metric.3,query.3,method.4,metric.4,query.4,method.5,metric.5,query.5,method.6,metric.6,query.6,method.7,metric.7,query.7,method.8,metric.8,query.8,method.9,metric.9,query.9,method.10,metric.10,query.10,method.11,metric.11,query.11,method.12,metric.12,query.12,method.13,metric.13,query.13,method.14,metric.14,query.14,method.15,metric.15,query.15,method.16,metric.16,query.16,method.17,metric.17,query.17,method.18,metric.18,query.18,method.19,metric.19,query.19,method.20,metric.20,query.20,method.21,metric.21,query.21
625,arrests bombing WTC ,0.0317,12,tagmee.topn3.replace,0.1179,Arrest Bomb World Trade Center ,bertqe.topn10.qld,0.0738,"{'arrests bombing WTC': 1.5, 'bombing wtc': 1.0, 'charged us bombing': 0.5197118458162998, 'bomb  police said 55': 0.43065515249406555, 'used wtc bombing ': 0.3916545395460964, 'wtc bombing  name': 0.19305457206336563} ",docluster.topn10.3.qld,0.0731,arrests bombing wtc new trade exchang mr ,anchor.topn3,0.0668,arrests bombing wtc pilishvili aldeobaldia towers phas ,wiki.topn3,0.0631,arrests bombing wtc law enforcement agency powers assault trial Arrest trinitrotoluene dynamite bombs Bomb World Trade Center ,tagmee.topn3,0.0606,arrests bombing wtc Arrest Bomb World Trade Center ,conceptluster.topn5.3.qld,0.0606,arrests bombing wtc arrest world trade center           bomb ,anchor.topn3.replace,0.0601,arrests bombing pilishvili aldeobaldia towers phas ,conceptnet.topn3,0.0448,arrests bombing wtc drunk driving World Trade Center linguistics world trade center ,wordnet.topn3,0.0445,arrests bombing wtc taking into custody hold back nail fail bombardment bombard World Trade Center twin towers ,sensedisambiguation,0.042,arrests arrest bombing fail WTC world trade center ,relevancefeedback.topn10.qld,0.034,arrests bombing wtc jordan arhu new exchang trade report mr compani year ,,,,,,,,,,,,,,,,,,,,,,,,,,,
626,human stampede ,0.1372,3,tagmee.topn3.replace,0.2963,Stampede ,tagmee.topn3,0.2497,human stampede Stampede ,conceptluster.topn5.3.qld,0.2497,human stampede stampede ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
627,Russian food crisis ,0.0066,4,word2vec.topn3,0.0362,russian food crisis ukrainian soviet Rusian foodstuffs crises catastrophe ,glove.topn3,0.0102,russian food crisis russia moscow supplies turmoil crises ,adaponfields.topn3.exgov2.4.0.25.10.2.25.1.qld,0.0099,"{'crisi': 2, 'us': 2.0, 'russian': 2, 'food': 2, 'russia': 1.441, 'product': 1.305, 'import': 1.247, 'market': 1.166, 'agricultur': 1.144, 'export': 1.117, 'meat': 1.072, 'serviceusda': 1.041} ",stem.krovetz,0.0068,russia food crisis ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
628,U S  invasion of Panama ,0.1862,15,docluster.topn10.3.qld,0.3281,u s  invasion of panama noriega ,tagmee.topn3,0.3104,u s  invasion panama United States invasion of Panama ,conceptluster.topn5.3.qld,0.3104,u s  invasion panama united states invasion panama ,wiki.topn3,0.2932,u s  invasion panama      in panama      in panama operation golden pheasant United States invasion of Panama ,termluster.topn5.3.qld,0.2399,u s  invasion panama troop said presid american forc invas ,onfields.topn3.10.2.25.1.qld,0.2396,"{'of': 2, 'u.s.': 2, 'u': 2.0, 'panama': 2, 'invas': 2, 'noriega': 1.059, 'gilliam': 1.045, 'citizenship': 1.042, 'armijo': 1.037, 'reagan': 1.028, 'rey': 1.025, 'filipino': 1.023, 'grenada': 1.017} ",tagmee.topn3.replace,0.2298,United States invasion of Panama ,relevancefeedback.topn10.qld,0.2281,u s  invasion of panama have american u  noriega offici drug ,wiki.topn3.replace,0.2191,in panama      in panama operation golden pheasant United States invasion of Panama ,bertqe.topn10.qld,0.2087,"{'US invasion of Panama': 1.5, 'us invasion panama ': 1.0, 'us forces panama': 0.9967121766063766, 'panama city  us troops': 0.9961904799984991, 'invasion panama agree': 0.9380076321690451, 'americans remained captive panamanian': 0.43676820043982256} ",rm3.topn10.10.0.5.qld,0.2063,troop panamanian drug u  militari bush panama invas noriega latin defens ,anchor.topn3,0.203,u s  invasion panama us  c      alphabet elongatopothyn chlorotocella sorosporium tusia panama histori guatemala ,sensedisambiguation.replace,0.2004,united states government invasion of panama ,sensedisambiguation,0.18899999999999997,U S  united states government invasion of Panama ,thesaurus.topn3,0.1872,u s  invasion panama  America Columbia  aggression assault  fedora headgear ,,,,,,,,,,,,,,,,,,
629,abortion clinic attack ,0.1288,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
630,Gulf War Syndrome ,0.5446,2,wiki.topn3,0.6034,gulf war syndrome gulf war syndrome borden institute united states army medical research institutof chemical defense Gulf War syndrome ,wiki.topn3.replace,0.5725,gulf war syndrome borden institute united states army medical research institutof chemical defense Gulf War syndrome ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
631,Mandela South Africa President ,0.1541,7,tagmee.topn3.replace,0.1734,Nelson Mandela Union of South Africa President of Mexico ,onfields.topn3.10.2.25.1.qld,0.1707,"{'presid': 2, 'south': 2, 'africa': 2, 'mandela': 2, 'african': 1.29, 'mashokw': 1.258, 'akhalwaya': 1.21, 'nelson': 1.177, 'countri': 1.145, 'offens': 1.113, 'releas': 1.081} ",tagmee.topn3,0.1657,mandela south africa president Nelson Mandela Union of South Africa President of Mexico ,conceptluster.topn5.3.qld,0.1657,mandela south africa president union south africa president mexico nelson mandela ,relevancefeedback.topn10.qld,0.1653,mandela south africa president we ,sensedisambiguation,0.1638,Mandela South Africa President president of the united states ,wordnet.topn3,0.1603,mandela south africa president Nelson Mandela Nelson Rolihlahla Mandela due south to the south in the south United States President President of the United States prexy ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
632,southeast Asia tin mining ,0.2296,10,bertqe.topn10.qld,0.5631,"{'southeast Asia tin mining': 1.5, 'mines  malaysia s tin mining industry': 1.0, 'tin mining capacity  sungei lembing': 0.9991378840320866, 'tin mining industry ': 0.9863869590014189, 'tin mining operator ': 0.985561683984351, 'malaysia s tin industry': 0.9701250933342189} ",onfields.topn3.10.2.25.1.qld,0.4572,"{'asia': 2, 'southeast': 2, 'mine': 2, 'tin': 2, 'malaysia': 1.4, 'tonn': 1.214, 'kg': 1.186, 'malaysian': 1.157, 'sungei': 1.143, 'lemb': 1.143, 'mdollar': 1.114, 'mmc': 1.114, 'pahang': 1.071} ",termluster.topn5.3.qld,0.4392,southeast asia tin mining malaysia mine price year world tonn ,tagmee.topn3.replace,0.391,Southeast Asia Tin Tin mining ,tagmee.topn3,0.3573,southeast asia tin mining Southeast Asia Tin Tin mining ,conceptluster.topn5.3.qld,0.3573,southeast asia tin mining southeast asia tin mining tin ,wiki.topn3.replace,0.3264,southeast asia brunei laos Southeast Asia tin manganese iron Tin tin sources and tradin ancient times traditional mining capcornwall mine Tin mining ,sensedisambiguation.replace,0.3255,southeasterly asia tin mining ,wiki.topn3,0.3236,southeast asia tin mining southeast asia brunei laos Southeast Asia tin manganese iron Tin tin sources and tradin ancient times traditional mining capcornwall mine Tin mining ,wordnet.topn3,0.2995,southeast asia tin mining southeastward south east southeasterly Sn cannister tin can minelaying excavation ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
633,Welsh devolution ,0.4929,4,relevancefeedback.topn10.qld,0.6062,welsh devolution wale ireland he mr cent would labour major ,rm3.topn10.10.0.5.qld,0.5589,devolut welsh plaid scottish prime assembl scotland labour wale nationalist ,glove.topn3,0.5416,welsh devolution wales scottish decentralization decentralisation ,onfields.topn3.10.2.25.1.qld,0.5063,"{'devolut': 2, 'wale': 2.0, 'welsh': 2, 'nationalist': 1.615, 'scottish': 1.423, 'plaid': 1.423, 'scotland': 1.385, 'cymru': 1.346, 'oppos': 1.192, 'ulsterstyl': 1.077, 'selfrul': 1.077} ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
634,L tryptophan deaths ,0.7314,4,tagmee.topn3,0.7409,l tryptophan deaths Tryptophan Mortality rate ,conceptluster.topn5.3.qld,0.7409,l tryptophan deaths mortality rate tryptophan ,word2vec.topn3.replace,0.7344,l tryptophan fatalities killings ,sensedisambiguation,0.7341,L tryptophan deaths end ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
635,doctor assisted suicides ,0.509,8,rm3.topn10.10.0.5.qld,0.7507,suicid life kevorkian patient adkin her assist death she doctor ,onfields.topn3.10.2.25.1.qld,0.7051,"{'assist': 2, 'doctor': 2, 'suicid': 2, 'kevorkian': 2.0, 'harper': 1.542, 'death': 1.508, 'michigan': 1.373, 'adkin': 1.322, 'die': 1.271, 'devic': 1.22, 'euthanasia': 1.203, 'humphri': 1.0} ",docluster.topn10.3.qld,0.6626,doctor assisted suicides he adkin said ,relevancefeedback.topn10.qld,0.6515,doctor assisted suicides he said harper suicid kevorkian adkin she pkk ,conceptnet.topn3,0.5414,doctor assisted suicides medical power assisted the IRS ,termluster.topn5.3.qld,0.5166,doctor assisted suicides suicid case case assist ,tagmee.topn3,0.5115,doctor assisted suicides Physician Assisted suicide Suicide ,conceptluster.topn5.3.qld,0.5115,doctor assisted suicides physician suicide assisted suicide ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
636,jury duty exemptions ,0.0632,5,stem.trunc4,0.1894,jury duty exem ,stem.trunc5,0.1894,jury duty exemp ,word2vec.topn3,0.1709,jury duty exemptions jurors obligation ,relevancefeedback.topn10.qld,0.134,jury duty exemptions duti juri you percent claus militari from ,adaponfields.topn3.exgov2.4.0.25.10.2.25.1.qld,0.1151,"{'ye': 2.0, 'juri': 2, 'exempt': 2, 'duti': 2, 'employe': 1.75, 'test': 1.473, 'court': 1.405, 'judgment': 1.25, 'discret': 1.217, 'bna': 1.122, 'salari': 1.0} ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
637,human growth hormone  HGH ,0.4429,2,rm3.topn10.10.0.5.qld,0.5472,hgh hormon drug robinson joyner griffith steroid human she growth ag research ,onfields.topn3.10.2.25.1.qld,0.5172,"{'(hgh)': 2, 'human': 2, 'growth': 2, 'drug': 2.0, 'hormon': 2, 'height': 1.382, 'griffith': 1.353, 'joyner': 1.353, 'steroid': 1.324, 'duchain': 1.265, 'endocrinologist': 1.176, 'performanceenhanc': 1.147, 'therapi': 1.029} ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
638,wrongful convictions ,0.0265,4,onfields.topn3.10.2.25.1.qld,0.064,"{'wrong': 2, 'court': 2.0, 'convict': 2, 'sander': 1.635, 'appeal': 1.558, 'xavier': 1.538, 'sheldon': 1.481, 'favor': 1.404, 'confess': 1.346, 'dont': 1.288, 'oppos': 1.173, 'didnt': 1.115} ",sensedisambiguation,0.0327,wrongful convictions conviction ,bertqe.topn10.qld,0.0308,"{'wrongful convictions': 1.5, 'martin s wrongful conviction   p   p ': 1.0, 'resulted martin s wrongful conviction ': 0.9992060397422173, 'believe wrongful convictions': 0.9984990110940123, 'still mean 6000 wrongful convictions': 0.996365408350528, 'convicted wrong man ': 0.5789496297158679} ",rm3.topn10.10.0.5.qld,0.0306,attornei convict drug court murder uriart north wrong brown prosecutor martin ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
639,consumer on line shopping ,0.146,6,tagmee.topn3,0.2886,consumer on line shopping Consumer Online shopping ,conceptluster.topn5.3.qld,0.2886,consumer on line shopping online shopping consumer ,onfields.topn3.10.2.25.1.qld,0.2514,"{'on-lin': 2, 'consum': 2, 'shop': 2, 'onlin': 1.719, 'credit': 1.547, 'homeequ': 1.5, 'comput': 1.484, 'loan': 1.391, 'electron': 1.312, 'internet': 1.141, 'purchas': 1.094, 'televis': 1.094, 'cdrom': 1.062} ",wordnet.topn3,0.2494,consumer on line shopping online sponsor patronize shop at ,wiki.topn3,0.2249,consumer on line shopping return on investment business plan formal statements Consumer point of sale business to business digital marketing Online shopping ,word2vec.topn3,0.1467,consumer on line shopping customer online off line web based mall malls ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
640,maternity leave policies ,0.3591,3,onfields.topn3.10.2.25.1.qld,0.44,"{'polici': 2, 'leav': 2, 'employ': 2.0, 'matern': 2, 'week': 1.815, 'women': 1.741, 'pay': 1.556, 'entitl': 1.296, 'woman': 1.278, 'provis': 1.13, 'parttim': 1.093, 'statutori': 1.0} ",termluster.topn5.3.qld,0.4231,maternity leave policies women week right women week right ,docluster.topn10.3.qld,0.3748,maternity leave policies week matern famili compani ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
641,Valdez wildlife marine life ,0.2812,12,relevancefeedback.topn10.qld,0.5204,valdez wildlife marine life said oil tanker exxon otter ,adaponfields.topn3.exgov2.4.0.25.10.2.25.1.qld,0.5071,"{'life': 2, 'marin': 2, 'wildlif': 2, 'valdez': 2, 'ill': 2.0, 'gr': 1.649, 'restor': 1.465, 'alaska': 1.441, 'sea': 1.397, 'project': 1.396, 'fish': 1.367, 'oil': 1.306, 'spill': 1.293, 'exxon': 1.275} ",rm3.topn10.10.0.5.qld,0.5064,spill otter marin life tanker exxon valdez wildlif coast oil sea bird beach ,onfields.topn3.10.2.25.1.qld,0.4195,"{'life': 2, 'marin': 2, 'valdez': 2, 'wildlif': 2, 'oil': 2.0, 'spill': 1.758, 'sea': 1.652, 'bird': 1.621, 'tanker': 1.394, 'alaska': 1.288, 'wetland': 1.242, 'shetland': 1.182} ",termluster.topn5.3.qld,0.3539,valdez wildlife marine life spill sea said ,conceptluster.topn5.3.qld,0.3512,valdez wildlife marine life exxon valdez wildlife marine biology ,wiki.topn3,0.3262,valdez wildlife marine life alyeska pipelinserviccompany exxon valdez oil spill      controversies Exxon Valdez wildlife habitat conservation birdwatching Wildlife plankton oceanography ocean current Marine biology plankton oceanography ocean current Marine biology ,docluster.topn10.3.qld,0.3243,valdez wildlife marine life oil ,glove.topn3,0.3159,valdez wildlife marine life exxon spill conservation wetlands corps lives even ,conceptnet.topn3.replace,0.2995,valdez wildlife suboceanic death finite ,wiki.topn3.replace,0.2942,alyeska pipelinserviccompany exxon valdez oil spill      controversies Exxon Valdez wildlife habitat conservation birdwatching Wildlife plankton oceanography ocean current Marine biology plankton oceanography ocean current Marine biology ,conceptnet.topn3,0.2836,valdez wildlife marine life suboceanic death finite ,,,,,,,,,,,,,,,,,,,,,,,,,,,
642,Tiananmen Square protesters ,0.1597,10,onfields.topn3.10.2.25.1.qld,0.2757,"{'protest': 2, 'squar': 2, 'prison': 2.0, 'tiananmen': 2, 'chines': 1.333, 'tortur': 1.273, 'dissid': 1.212, 'leaflet': 1.182, 'ceneta': 1.091, 'hani': 1.0, 'prodemocraci': 1.0} ",thesaurus.topn3,0.2265,tiananmen square protesters   equal even  dissident heckler ,rm3.topn10.10.0.5.qld,0.2188,tiananmen student dissid leaflet polic prison protest beij china squar ,adaponfields.topn3.exgov2.4.0.25.10.2.25.1.qld,0.1974,"{'protest': 2, 'squar': 2, 'china': 2.0, 'tiananmen': 2, 'student': 1.54, 'lesson': 1.48, 'govern': 1.44, 'event': 1.36, '1989': 1.28, 'chines': 1.15, 'collag': 1.14} ",wiki.topn3,0.1874,tiananmen square protesters student protests in china      in china socialism in china Tiananmen Square protests of ,thesaurus.topn3.replace,0.1838,tiananmen  equal even  dissident heckler ,wordnet.topn3,0.1776,tiananmen square protesters square toes public square hearty objector dissident demonstrator ,bertqe.topn10.qld,0.177,"{'Tiananmen Square protesters': 1.5, 'force tiananmen square': 1.0, 'protest  ever since tiananmen': 0.999833687109221, 'arrests made  tiananmen square': 0.9857517222580016, 'tiananmen square 1989': 0.7709837378796304, 'crowds unarmed demonstrators  many': 0.7023388272427372} ",wordnet.topn3.replace,0.163,tiananmen straightforward foursquare dissident dissenter demonstrator ,wiki.topn3.replace,0.1622,student protests in china      in china socialism in china Tiananmen Square protests of ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
643,salmon dams Pacific northwest ,0.1502,2,conceptnet.topn3,0.151,salmon dams pacific northwest food fish control rivers ocean ,wordnet.topn3,0.1508,salmon dams pacific northwest pinkish orange Salmon River pink orange dyke decameter peaceable northwestern United States NW northwesterly ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
644,exotic animals import ,0.0429,3,bertqe.topn10.qld,0.0924,"{'exotic animals import': 1.5, 'importing exotics': 1.0, 'exotic pet trade impossible': 0.9996073791867833, 'smuggling exotic birds ': 0.5356588840988814, 'station  imported exotic birds': 0.26285966452445886, 'keeping exotic animals': 0.2430327337070351} ",rm3.topn10.10.0.5.qld,0.0642,colleg pet her import zoo she wildlif exot bird anim speci ,relevancefeedback.topn10.qld,0.0581,exotic animals import said exot anim pet maynard bird ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
645,software piracy ,0.6164,2,docluster.topn10.3.qld,0.6206,software piracy softwar ,relevancefeedback.topn10.qld,0.6186,software piracy softwar compani ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
646,food stamps increase ,0.1341,1,adaponfields.topn3.exgov2.4.0.25.10.2.25.1.qld,0.1837,"{'increas': 2, 'food': 2, 'ag': 2.0, 'stamp': 2, 'program': 1.472, 'incom': 1.392, 'assist': 1.377, 'alien': 1.372, 'shall': 1.355, 'agenc': 1.336, 'elig': 1.326, 'expens': 1.13} ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
647,windmill electricity ,0.2085,9,termluster.topn5.3.qld,0.5379,windmill electricity wind produc power year cost ,wordnet.topn3,0.515,windmill electricity wind generator aerogenerator electrical energy ,relevancefeedback.topn10.qld,0.5132,windmill electricity wind said power i project drug capac energi ,onfields.topn3.10.2.25.1.qld,0.479,"{'electr': 2, 'windmil': 2, 'wind': 2.0, 'power': 1.5, 'instal': 1.218, 'turbin': 1.179, 'kilowatt': 1.167, 'megawatt': 1.103, 'erz': 1.077, 'hirtstein': 1.064, 'energi': 1.0} ",adaponfields.topn3.exgov2.4.0.25.10.2.25.1.qld,0.4617,"{'electr': 2, 'windmil': 2, 'wind': 2.0, 'power': 1.213, 'machin': 1.183, 'plant': 1.156, 'produc': 1.152, 'mw': 1.072, 'blade': 1.072, 'turbin': 1.068, 'energi': 1.0} ",wordnet.topn3.replace,0.4091,aerogenerator wind generator electrical energy ,docluster.topn10.3.qld,0.408,windmill electricity wind ,rm3.topn10.10.0.5.qld,0.36700000000000005,project energi electr capac wind windmil util kilowatt turbin plant ,bertqe.topn10.qld,0.2955,"{'windmill electricity': 1.5, 'electric power windmills   moeller': 1.0, 'megawatt windmills producing': 0.9865366883123129, 'generated wind turbines': 0.9771582692752857, 'rated output 35 mw': 0.5309336586192673, 'electricity wind power ': 0.2960773645933519} ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
648,family leave law ,0.1201,6,adaponfields.topn3.exgov2.4.0.25.10.2.25.1.qld,0.2005,"{'law': 2, 'famili': 2, 'leav': 2, 'employ': 1.844, 'employe': 1.785, 'sick': 1.416, 'state': 1.282, 'care': 1.268, 'hawaii': 1.263, 'member': 1.199, 'fmla': 1.074} ",relevancefeedback.topn10.qld,0.1842,family leave law famili court bill state rep some work ,rm3.topn10.10.0.5.qld,0.1578,feder leav rep resettl vote famili court employe law women bill ,docluster.topn10.3.qld,0.1569,family leave law rep bill ,tagmee.topn3,0.1568,family leave law Parental leave Law ,conceptluster.topn5.3.qld,0.1568,family leave law law parental leave ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
649,computer viruses ,0.5766,21,rm3.topn10.10.0.5.qld,0.7684,network user program disk viru comput infect softwar virus pc ,word2vec.topn3,0.7197,computer viruses software virus malware ,relevancefeedback.topn10.qld,0.6912,computer viruses viru comput network ,wordnet.topn3,0.6905,computer viruses reckoner computing machine electronic computer virus computer virus ,tagmee.topn3,0.6859,computer viruses Computer virus Computer virus ,word2vec.topn3.replace,0.6735,software virus malware ,docluster.topn10.3.qld,0.6703,computer viruses comput viru ,conceptluster.topn5.3.qld,0.6703,computer viruses computer virus ,tagmee.topn3.replace,0.6628,Computer virus Computer virus ,sensedisambiguation.replace,0.6628,computer virus ,stem.krovetz,0.6628,computer virus ,stem.lovins,0.6628,computer virus ,stem.paicehusk,0.6628,comput virus ,stem.porter,0.6628,comput virus ,stem.porter2,0.6628,comput virus ,onfields.topn3.10.2.25.1.qld,0.6618,"{'comput': 2, 'virus': 2, 'viru': 2.0, 'infect': 1.306, 'softwar': 1.139, 'disk': 1.139, 'antiviru': 1.139, 'user': 1.13, 'immun': 1.093, 'michelangelo': 1.093, 'analys': 1.065} ",wordnet.topn3.replace,0.6549,computing machine electronic computer computer virus virus ,termluster.topn5.3.qld,0.6461,computer viruses virus viru system viru system softwar ,glove.topn3,0.6399,computer viruses software virus infect ,adaponfields.topn3.exgov2.4.0.25.10.2.25.1.qld,0.6199,"{'virus': 2, 'comput': 2, 'viru': 2.0, 'worm': 1.274, 'user': 1.189, 'antiviru': 1.163, 'ciac': 1.137, 'wvbep': 1.126, 'livermor': 1.124, 'ucrlmi1238798': 1.121, 'email': 1.118} ",sensedisambiguation,0.6165,computer viruses virus 
650,tax evasion indicted ,0.0831,4,rm3.topn10.10.0.5.qld,0.3212,feder evas indict her tax gotti hunter count she kanemaru prosecutor ,relevancefeedback.topn10.qld,0.2422,tax evasion indicted mr tripp feder hunter hoff ftc gotti deputi i ,word2vec.topn3,0.1084,tax evasion indicted taxation evading convicted arrested acquitted ,wiki.topn3,0.0836,tax evasion indicted bank fraud arrest warrant plea bargain Tax evasion appeal felony contempt of court Indictment ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
651,U S  ethnic population ,0.0077,13,relevancefeedback.topn10.qld,0.2029,u s  ethnic population hungarian popul latino nation counti cent citi latvian ,rm3.topn10.10.0.5.qld,0.1685,san latino ethnic u  ukrain lo growth latvian popul censu california ,adaponfields.topn3.exgov2.4.0.25.10.2.25.1.qld,0.1282,"{'ethnic': 2, 'u.s.': 2, 'tabl': 2.0, 'popul': 2, '1998': 1.661, 'rate': 1.631, 'hispan': 1.545, 'march': 1.458, '1991': 1.389, 'cp': 1.359, 'stroke': 1.293, 'raceethn': 1.282, 'valuesperc': 1.217} ",tagmee.topn3,0.066,u s  ethnic population Ethnic group Demographics of India ,conceptluster.topn5.3.qld,0.066,u s  ethnic population demographics india ethnic group ,tagmee.topn3.replace,0.0575,Ethnic group Demographics of India ,docluster.topn10.3.qld,0.0436,u s  ethnic population citi counti ,onfields.topn3.10.2.25.1.qld,0.035,"{'ethnic': 2, 'u.s.': 2, 'popul': 2, 'selfadminist': 1.704, 'divis': 1.519, 'township': 1.426, 'propos': 1.426, 'palaung': 1.296, 'taang': 1.278, 'kokang': 1.185, 'mro': 1.167, 'lihso': 1.148, 'diseas': 1.148} ",wiki.topn3,0.028999999999999998,u s  ethnic population ethnigroups cultural assimilation human migration Ethnic group dravidian languages ayodhya list of scheduled tribes in india Demographics of India ,termluster.topn5.3.qld,0.0229,u s  ethnic population popul also would would ethnic also ,conceptnet.topn3,0.0137,u s  ethnic population heathenish people number ,thesaurus.topn3,0.01,u s  ethnic population  America Columbia  indigenous national  community culture ,wiki.topn3.replace,0.0084,ethnigroups cultural assimilation human migration Ethnic group dravidian languages ayodhya list of scheduled tribes in india Demographics of India ,,,,,,,,,,,,,,,,,,,,,,,,
652,OIC Balkans     s ,0.3213,6,docluster.topn10.3.qld,0.4901,oic balkans     s said bosnia ,bertqe.topn10.qld,0.3567,"{'OIC Balkans 1990s': 1.5, 'republic bosniaherzegovina   oic': 1.0, 'meeting oic bosnia': 0.985540852479254, 'oic  called': 0.2920969686724772, 'oic prepared fill': 0.13852749594226638, 'islamic conference  oic ': 0.0429329602783503} ",conceptluster.topn5.3.qld,0.3492,oic balkans     s organisation islamic cooperation ,stem.lovins,0.3275,oic balkan ,stem.porter,0.3275,oic balkan ,stem.sstemmer,0.3275,oic balkan ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
653,ETA Basque terrorism ,0.5468,7,bertqe.topn10.qld,0.6275,"{'ETA Basque terrorism': 1.5, 'eta  basque fatherland liberty  ': 1.0, 'eta  basque separatist organisation': 0.959864423733041, 'eta  basque fatherland liberty ': 0.5681961449063413, 'rejects eta s violence  basques': 0.5406403528059539, 'basque organization eta  basque': 0.5090791597563948} ",wiki.topn3.replace,0.6165,ETA  separatist group  eta s      ceasefirdeclaration santiago brouard plaza república dominicana bombing Basque conflict ,stem.trunc5,0.604,eta basqu terro ,wiki.topn3,0.5971,eta basque terrorism ETA  separatist group  eta s      ceasefirdeclaration santiago brouard plaza república dominicana bombing Basque conflict ,tagmee.topn3,0.5597,eta basque terrorism ETA  separatist group  Basque conflict ,conceptluster.topn5.3.qld,0.5597,eta basque terrorism eta separatist group basque conflict ,thesaurus.topn3.replace,0.5517,eta basque  assassination bloodshed ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
654,same sex schools ,0.4163,4,rm3.topn10.10.0.5.qld,0.6447,school student educ boi parent top girl perform same sex grammar ,sensedisambiguation,0.5353,same sex schools school ,docluster.topn10.3.qld,0.5353,same sex schools school ,termluster.topn5.3.qld,0.5301,same sex schools year two singl ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
655,ADD diagnosis treatment ,0.0007,10,sensedisambiguation,0.2407,ADD attention deficit disorder diagnosis treatment ,sensedisambiguation.replace,0.2151,attention deficit disorder diagnosis treatment ,glove.topn3.replace,0.0189,adding combine diagnoses diagnostic treated treat ,glove.topn3,0.0081,add diagnosis treatment adding combine diagnoses diagnostic treated treat ,wordnet.topn3,0.0037,add diagnosis treatment tote up tot up diagnosing handling discussion ,onfields.topn3.10.2.25.1.qld,0.0035,"{'diagnosi': 2, 'add': 2, 'treatment': 2, 'research': 2.0, 'expens': 1.302, 'health': 1.287, 'promot': 1.243, 'diseas': 1.131, 'anemia': 1.082, 'mhw': 1.067, '50000': 1.056, '100000': 1.056, 'tenyear': 1.041} ",adaponfields.topn3.exgov2.4.0.25.10.2.25.1.qld,0.0025,"{'diagnosi': 2, 'treatment': 2, 'add': 2, 'line': 1.543, 'medic': 1.363, 'delet': 1.261, 'health': 1.254, 'surgic': 1.164, 'priorit': 1.113, 'contd': 1.077, 'therapi': 1.0} ",word2vec.topn3,0.0023,add diagnosis treatment remove create insert diagnoses prognosis treament treatement ,relevancefeedback.topn10.qld,0.0023,add diagnosis treatment research iron depress hospit cancer cut russian psychologist clinic ,rm3.topn10.10.0.5.qld,0.0014,depress psychologist cancer patient clinic health treatment hospit research diagnosi medic add ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
656,lead poisoning children ,0.0569,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
