qid,abstractqueryexpansion,abstractqueryexpansion.bm25.map,star_model_count,method.1,metric.1,query.1,method.2,metric.2,query.2,method.3,metric.3,query.3,method.4,metric.4,query.4,method.5,metric.5,query.5,method.6,metric.6,query.6,method.7,metric.7,query.7,method.8,metric.8,query.8,method.9,metric.9,query.9,method.10,metric.10,query.10,method.11,metric.11,query.11,method.12,metric.12,query.12,method.13,metric.13,query.13,method.14,metric.14,query.14,method.15,metric.15,query.15,method.16,metric.16,query.16,method.17,metric.17,query.17,method.18,metric.18,query.18,method.19,metric.19,query.19,method.20,metric.20,query.20,method.21,metric.21,query.21
QALD2_te-12,Give me all world heritage sites designated within the past five years,0.0113,14,tagmee.topn3.replace,0.4579,Give In to Me Feature film Film director Francis Ford Coppola,termluster.topn5.3.bm25,0.1662,give world heritage sites designated within past five years heritag site unesco world unesco site world unesco heritag,wiki.topn3.replace,0.1328,video greatest hits   history foolish beat lovnever felt so good Give In to Me films by type film editing cinematography Feature film film directors film crew screenwriter Film director brian dpalma jonathan demme dennis hopper Francis Ford Coppola,conceptluster.topn5.3.bm25,0.0314,give world heritage sites designated within past five years world heritage site give,tagmee.topn3,0.0307,give world heritage sites designated within past five years Give In to Me World Heritage Site,onfields.topn3.10.1.1.bm25,0.0283,"{'year': 2, 'five': 2, 'past': 2, 'the': 2, 'within': 2, 'design': 2, 'site': 2, 'world': 2, 'all': 2, 'me': 2, 'give': 2, 'heritag': 2, 'cave': 2.0, 'elephanta': 1.575, 'univers': 1.512, 'ell': 1.462, 'venezuela': 1.35, 'caraca': 1.325, 'hindu': 1.312, 'gaud': 1.225, 'villanueva': 1.163, 'universitaria': 1.163}",rm3.topn10.10.0.5.bm25,0.0243,nara all site cultur tourism lake caraca past cave five amsterdam within world year give design me heritag archaeolog,thesaurus.topn3,0.0207,give world heritage sites designated within past five years,anchor.topn3,0.0207,give world heritage sites designated within past five years,thesaurus.topn3.replace,0.0207,give world heritage sites designated within past five years,anchor.topn3.replace,0.0207,give world heritage sites designated within past five years,sensedisambiguation,0.0204,Give render me all world worldly concern heritage inheritance sites web site designated delegate within inside the past five years year,relevancefeedback.topn10.bm25,0.0204,give me all world heritage sites designated within the past five years  cave güell caraca member nara tourism amsterdam lake uzbekistan archaeolog,wiki.topn3,0.0163,give world heritage sites designated within past five years video greatest hits   history foolish beat lovnever felt so good Give In to Me world heritage sites      in the environment protected areas World Heritage Site,,,,,,,,,,,,,,,,,,,,,
QALD2_te-13,Who is the youngest player in the Premier League,0.2814,8,termluster.topn5.3.bm25,0.3724,youngest player premier league premier citi profession birth born club youngest citi profession unit player plai,docluster.topn10.3.bm25,0.3467,who is the youngest player in the premier league  footbal fc,thesaurus.topn3,0.3184,youngest player premier league,anchor.topn3,0.3184,youngest player premier league,thesaurus.topn3.replace,0.3184,youngest player premier league,anchor.topn3.replace,0.3184,youngest player premier league,conceptluster.topn5.3.bm25,0.3184,youngest player premier league promiscuity,tagmee.topn3,0.2819,youngest player premier league Promiscuity Premier League,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QALD2_te-14,Give me all members of Prodigy,0.0152,11,wiki.topn3,0.0801,give members prodigy video greatest hits   history foolish beat lovnever felt so good Give In to Me my lifstory norfolk coast  album       band  The Members big beat musicians thchemical brothers thstonroses The Prodigy,thesaurus.topn3,0.0798,give members prodigy,anchor.topn3,0.0798,give members prodigy,thesaurus.topn3.replace,0.0798,give members prodigy,anchor.topn3.replace,0.0798,give members prodigy,conceptluster.topn5.3.bm25,0.0798,give members prodigy prodigy members give,tagmee.topn3,0.0681,give members prodigy Give In to Me The Members The Prodigy,termluster.topn5.3.bm25,0.0486,give members prodigy song singl,word2vec.topn3,0.0196,give members prodigy provide memebers wunderkind phenom,stem.paicehusk,0.0155,giv me al memb of prodigy,conceptnet.topn3,0.0153,give members prodigy offer provide pay band,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QALD2_te-15,What is the longest river,0.0867,8,thesaurus.topn3,0.11199999999999999,longest river,anchor.topn3,0.11199999999999999,longest river,wiki.topn3,0.11199999999999999,longest river,tagmee.topn3,0.11199999999999999,longest river,thesaurus.topn3.replace,0.11199999999999999,longest river,anchor.topn3.replace,0.11199999999999999,longest river,termluster.topn5.3.bm25,0.11199999999999999,longest river river name longest name,conceptluster.topn5.3.bm25,0.11199999999999999,longest river,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QALD2_te-17,Give me all cars that are produced in Germany,0.001,16,tagmee.topn3.replace,0.1343,Military War T  E  Lawrence,word2vec.topn3,0.11800000000000001,give cars produced germany provide automobiles vehicles generated europe france germany,glove.topn3,0.0714,give cars produced germany take vehicles german berlin,word2vec.topn3.replace,0.0534,provide automobiles vehicles generated europe france germany,thesaurus.topn3,0.048,give cars produced germany,anchor.topn3,0.048,give cars produced germany,thesaurus.topn3.replace,0.048,give cars produced germany,anchor.topn3.replace,0.048,give cars produced germany,sensedisambiguation,0.0146,Give render me all cars car that are produced produce in Germany,wiki.topn3.replace,0.0132,military armed forces soldier Military violence peace civil war War british guerrillas herbert garland siegfried sassoon T  E  Lawrence,glove.topn3.replace,0.01,take vehicles produced german berlin,sensedisambiguation.replace,0.0038,render me all car that are produce in germany,bertqe.topn10.bm25,0.0037,"{'Give me all cars that are produced in Germany': 1.5, 'dkw f10 west germany cars': 1.0, 'sold dkw ingolstadt': 0.9921305741766249, 'sold germany': 0.34057126202273386, 'dkw ingolstadt west': 0.323958029728942, 'ingolstadt similarentitynames dkw f10 catchall': 0.06995045176333424}",relevancefeedback.topn10.bm25,0.003,give me all cars that are produced in germany  song album singl dkw,conceptluster.topn5.3.bm25,0.0029,give cars produced germany give,stem.paicehusk,0.0011,giv me al car that ar produc in germany,,,,,,,,,,,,,,,
QALD2_te-19,Give me all people that were born in Vienna and died in Berlin,0.002,14,tagmee.topn3.replace,0.2833,Software development Skype,wiki.topn3.replace,0.1551,software development softwartesting business process management Software development os x instant messaging clients skype voip services Skype,wordnet.topn3,0.0119,give people born vienna died berlin throw make establish citizenry masses stand hold comport Austrian capital capital of Austria snuff it die out fail Irving Berlin German capital,glove.topn3,0.0099,give people born vienna died berlin take others those née married grahts berlin death killed vienna bonn,wiki.topn3,0.0095,give people born vienna died berlin video greatest hits   history foolish beat lovnever felt so good Give In to Me wine regions of austria world heritage sites in austria states of austria Vienna berlin german state capitals port cities and towns in germany Berlin,thesaurus.topn3,0.0054,give people born vienna died berlin,anchor.topn3,0.0054,give people born vienna died berlin,thesaurus.topn3.replace,0.0054,give people born vienna died berlin,anchor.topn3.replace,0.0054,give people born vienna died berlin,tagmee.topn3,0.0045,give people born vienna died berlin Give In to Me Vienna Berlin,adaponfields.topn3.exgov2.4.0.25.10.1.1.bm25,0.0036,"{'berlin': 2, 'die': 2, 'and': 2, 'vienna': 2, 'in': 2, 'born': 2, 'were': 2, 'that': 2, 'peopl': 2, 'all': 2, 'me': 2, 'give': 2, 'jew': 2.0, 'german': 1.884, 'jewish': 1.536, 'father': 1.514, 'mother': 1.435, 'holocaust': 1.348, 'copyright': 1.275, 'uh': 1.275, '193339': 1.268, 'masaryk': 1.21, '194044': 1.174}",stem.krovetz,0.0024,give me all people that were born in vienna and die in berlin,stem.porter2,0.0024,give me all peopl that were born in vienna and die in berlin,glove.topn3.replace,0.0022,take others those née married grahts berlin death killed vienna bonn,,,,,,,,,,,,,,,,,,,,,
QALD2_te-21,What is the capital of Canada,0.0028,8,thesaurus.topn3,0.0414,capital canada,anchor.topn3,0.0414,capital canada,thesaurus.topn3.replace,0.0414,capital canada,anchor.topn3.replace,0.0414,capital canada,termluster.topn5.3.bm25,0.0414,capital canada canada capit,word2vec.topn3,0.011000000000000001,capital canada captial capitol canadian quebec usa,tagmee.topn3,0.0079,capital canada Madrid Canada,glove.topn3,0.0073,capital canada outskirts outside canadian quebec,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QALD2_te-22,Who is the governor of Texas,0.149,11,thesaurus.topn3,0.5131,governor texas,anchor.topn3,0.5131,governor texas,tagmee.topn3,0.5131,governor texas Governor of Texas,thesaurus.topn3.replace,0.5131,governor texas,anchor.topn3.replace,0.5131,governor texas,conceptluster.topn5.3.bm25,0.5131,governor texas governor texas,wiki.topn3,0.2092,governor texas state constitutional officers of texas lieutenant governor of texas texas comptroller of public accounts Governor of Texas,rm3.topn10.10.0.5.bm25,0.1882,egger texa term governor ratliff calvert politician parti offic lieuten who,onfields.topn3.10.1.1.bm25,0.1808,"{'of': 2, 'the': 2, 'is': 2, 'who': 2, 'governor': 2, 'texa': 2, 'ben': 1.182, 'barn': 1.182, 'lieuten': 1.161, 'hous': 1.153, 'repres': 1.153, 'ratliff': 1.149, 'univers': 1.116, 'spous': 1.033, 'fundrais': 1.021}",relevancefeedback.topn10.bm25,0.1653,who is the governor of texas  texa,docluster.topn10.3.bm25,0.1653,who is the governor of texas  texa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QALD2_te-24,Who was the father of Queen Elizabeth II,0.0319,13,termluster.topn5.3.bm25,0.253,father queen elizabeth ii death hous kingdom elizabeth king queen king,wiki.topn3,0.1767,father queen elizabeth ii throlling stones fleetwood mac led zeppelin The Who rising dream pomaranča   days to nowhere Father  band  heads of state of antigua and barbuda heads of state of the bahamas heads of state of belize Elizabeth II,adaponfields.topn3.exgov2.4.0.25.10.1.1.bm25,0.1654,"{'ii': 2, 'of': 2, 'father': 2, 'the': 2, 'wa': 2, 'who': 2, 'p': 2.0, 'queen': 2, 'elizabeth': 2, 'ill': 1.109, 'royal': 1.063, 'reign': 1.056, 'would': 1.043, 'viii': 1.028, 'tudor': 1.028, 'faction': 1.025, 'monarchi': 1.0}",conceptnet.topn3,0.13699999999999998,father queen elizabeth ii dad parent king royal crown a woman s name Elizabeth I Elizabeth II   two iii,wordnet.topn3,0.1078,father queen elizabeth ii Church Father beget begetter pansy fairy tabby Elizabeth II Elizabeth I deuce,thesaurus.topn3,0.0887,father queen elizabeth ii,anchor.topn3,0.0887,father queen elizabeth ii,thesaurus.topn3.replace,0.0887,father queen elizabeth ii,anchor.topn3.replace,0.0887,father queen elizabeth ii,tagmee.topn3.replace,0.0592,Intel,conceptnet.topn3.replace,0.0446,dad parent king royal crown a woman s name Elizabeth I Elizabeth II   two iii,stem.lovins,0.0355,wh wa th father of queen elizabeth ii,tagmee.topn3,0.0326,father queen elizabeth ii The Who Father  band  Elizabeth II,,,,,,,,,,,,,,,,,,,,,,,,
QALD2_te-25,Which U S  state has been admitted latest,0.0003,10,tagmee.topn3.replace,0.036000000000000004,The Who Amanda Palmer,conceptluster.topn5.3.bm25,0.0318,u s  state admitted latest admission union,wiki.topn3,0.0162,u s  state admitted latest country subdivisions of the americas west virginia west virginia U S  state Admission to the Union,adaponfields.topn3.exgov2.4.0.25.10.1.1.bm25,0.0087,"{'latest': 2, 'admit': 2, 'been': 2, 'ha': 2, 'state': 2, 'us': 2, 'which': 2, 'applic': 2.0, 'insur': 1.528, 'requir': 1.495, 'depart': 1.455, 'shall': 1.403, 'propos': 1.264, 'admiss': 1.254, 'njac': 1.224, 'ucaa': 1.152, 'file': 1.119, 'naic': 1.119}",stem.porter,0.0044,which u s state ha been admitt latest,sensedisambiguation,0.0043,Which U S  united states government state state of matter has been admitted admit latest late,bertqe.topn10.bm25,0.0034,"{'Which US state has been admitted latest': 1.5, '1959 admission': 0.25400457665903897, 'alaska jan 3 hawaii': 1.0, 'admission hawaii': 0.24999999999999975, 'hawaii aug 21 us': 0.44221967963386727, '1995 2001 u': 0.4342105263157893}",sensedisambiguation.replace,0.0017,Which united states government state of matter has been admit late,tagmee.topn3,0.0014,u s  state admitted latest U S  state Admission to the Union,rm3.topn10.10.0.5.bm25,0.0011,bettanin mizoram state ha latest u  puerto edo been tournament abov rico which myer institut suspicion admit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QALD2_te-27,Sean Parnell is the governor of which U S  state,0.3611,14,thesaurus.topn3,0.7576,sean parnell governor u s  state,anchor.topn3,0.7576,sean parnell governor u s  state,thesaurus.topn3.replace,0.7576,sean parnell governor u s  state,anchor.topn3.replace,0.7576,sean parnell governor u s  state,termluster.topn5.3.bm25,0.5764,sean parnell governor u s  state governor parnel parti walker unit state parnel parti republican governor parnel parti,tagmee.topn3,0.5278,sean parnell governor u s  state Sean Parnell Governor of California U S  state,tagmee.topn3.replace,0.522,Give In to Me Dog breed German Shepherd,conceptluster.topn5.3.bm25,0.5,sean parnell governor u s  state governor california,docluster.topn10.3.bm25,0.4658,sean parnell is the governor of which u s  state  alaska,rm3.topn10.10.0.5.bm25,0.4606,state vote u  governor palin which alaska parti candid elect percentag sean sarah parnel,bertqe.topn10.bm25,0.4343,"{'Sean Parnell is the governor of which US state': 1.5, 'sean parnell governor alaska': 1.0, 'parnell elected governor': 0.9147727272727274, '20090810 governor sean parnell profession': 0.8693181818181819, 'governors alaska sean parnell': 0.8409090909090909, 'republican governor sean parnell': 0.7840909090909092}",onfields.topn3.10.1.1.bm25,0.4064,"{'state': 2, 'us': 2, 'which': 2, 'of': 2, 'governor': 2, 'the': 2, 'is': 2, 'sean': 2, 'parnel': 2, 'alaska': 2.0, 'elect': 1.982, 'vote': 1.614, 'gubernatori': 1.458, 'percentag': 1.446, 'palin': 1.12, 'propos': 1.114, 'mallott': 1.108, 'repres': 1.108}",wiki.topn3,0.4004,sean parnell governor u s  state alaska gubernatorial election       alaska gubernatorial election       united states senatelection in alaska       Sean Parnell state constitutional officers of california lieutenant governor of california california stattreasurer Governor of California country subdivisions of the americas west virginia west virginia U S  state,sensedisambiguation.replace,0.4,Sean parnell is the governor of which united states government state of matter,,,,,,,,,,,,,,,,,,,,,
QALD2_te-28,Give me all movies directed by Francis Ford Coppola,0.3878,13,termluster.topn5.3.bm25,0.8309,give movies directed francis ford coppola ford coppola coppola franci ford franci,tagmee.topn3,0.635,give movies directed francis ford coppola Give In to Me Feature film Film director Francis Ford Coppola,conceptnet.topn3,0.6107,give movies directed francis ford coppola offer provide pay oriented a company Francis Ford Coppola,wordnet.topn3,0.5897,give movies directed francis ford coppola throw make establish moving picture picture show motion picture mastermind target conduct John Ford Gerald Ford Francis Ford Coppola,thesaurus.topn3,0.5215,give movies directed francis ford coppola,anchor.topn3,0.5215,give movies directed francis ford coppola,thesaurus.topn3.replace,0.5215,give movies directed francis ford coppola,anchor.topn3.replace,0.5215,give movies directed francis ford coppola,word2vec.topn3,0.4711,give movies directed francis ford coppola provide films produced nicholas bernard xavier mondeo,wordnet.topn3.replace,0.4683,throw make establish moving picture picture show motion picture mastermind target conduct francis John Ford Gerald Ford Francis Ford Coppola,sensedisambiguation.replace,0.4358,hold me all movie direct by Francis ford coppola,docluster.topn10.3.bm25,0.4344,give me all movies directed by francis ford coppola  film,conceptluster.topn5.3.bm25,0.4092,give movies directed francis ford coppola feature film film director give,,,,,,,,,,,,,,,,,,,,,,,,
QALD2_te-29,Give me all actors starring in movies directed by and starring William Shatner,0.1048,10,termluster.topn5.3.bm25,0.3197,give actors starring movies directed starring william shatner william star shatner william shatner film william shatner film film shatner star film star william,bertqe.topn10.bm25,0.2374,"{'Give me all actors starring in movies directed by and starring William Shatner': 1.5, 'william shatner starring amy acker': 1.0, 'director william shatner avery brooks': 0.909090909090909, 'shatner starring dan martin actor': 0.909090909090909, 'bakke starring william shatner starring': 0.909090909090909, 'shatner robert burton actor marjoe': 0.6363636363636364}",thesaurus.topn3,0.2186,give actors starring movies directed starring william shatner,anchor.topn3,0.2186,give actors starring movies directed starring william shatner,thesaurus.topn3.replace,0.2186,give actors starring movies directed starring william shatner,anchor.topn3.replace,0.2186,give actors starring movies directed starring william shatner,tagmee.topn3,0.17300000000000001,give actors starring movies directed starring william shatner Give In to Me Actor Film Film director William Shatner,wiki.topn3.replace,0.1249,rivers of liechtenstein bridges over the rhine rivers of the netherlands Rhine,sensedisambiguation.replace,0.1138,hold me all actor star in movie direct by and star William Shatner,relevancefeedback.topn10.bm25,0.1088,give me all actors starring in movies directed by and starring william shatner  star shatner film seri frank critic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QALD2_te-31,Give me all current Methodist national leaders,0.0383,4,sensedisambiguation.replace,0.1093,yield me all current methodist national leader,relevancefeedback.topn10.bm25,0.0556,give me all current methodist national leaders  hi condit pittman tindlei i missouri film uk church bernard,adaponfields.topn3.exgov2.4.0.25.10.1.1.bm25,0.0485,"{'leader': 2, 'nation': 2, 'methodist': 2, 'current': 2, 'all': 2, 'me': 2, 'give': 2, 'church': 2.0, 'rev': 1.895, 'dr': 1.45, 'baptist': 1.428, 'mr': 1.383, 'rabbi': 1.359, 'charit': 1.263, 'fund': 1.211, 'unitarian': 1.172, 'universalist': 1.133, 'faithbas': 1.117}",sensedisambiguation,0.0391,Give yield me all current Methodist national leaders leader,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
