qid,abstractqueryexpansion,abstractqueryexpansion.qld.map,star_model_count,method.1,metric.1,query.1,method.2,metric.2,query.2,method.3,metric.3,query.3,method.4,metric.4,query.4,method.5,metric.5,query.5,method.6,metric.6,query.6,method.7,metric.7,query.7,method.8,metric.8,query.8,method.9,metric.9,query.9,method.10,metric.10,query.10,method.11,metric.11,query.11,method.12,metric.12,query.12,method.13,metric.13,query.13,method.14,metric.14,query.14,method.15,metric.15,query.15,method.16,metric.16,query.16,method.17,metric.17,query.17,method.18,metric.18,query.18,method.19,metric.19,query.19,method.20,metric.20,query.20
QALD2_te-19,Give me all people that were born in Vienna and died in Berlin,0.0029,14,tagmee.topn3.replace,0.3003,Software development Skype,wiki.topn3.replace,0.1578,software development softwartesting business process management Software development os x instant messaging clients skype voip services Skype,wiki.topn3,0.0259,give people born vienna died berlin video greatest hits   history foolish beat lovnever felt so good Give In to Me wine regions of austria world heritage sites in austria states of austria Vienna berlin german state capitals port cities and towns in germany Berlin,wordnet.topn3,0.0154,give people born vienna died berlin throw make establish citizenry masses stand hold comport Austrian capital capital of Austria snuff it die out fail Irving Berlin German capital,glove.topn3,0.0143,give people born vienna died berlin take others those née married grahts berlin death killed vienna bonn,tagmee.topn3,0.0088,give people born vienna died berlin Give In to Me Vienna Berlin,thesaurus.topn3,0.0063,give people born vienna died berlin,anchor.topn3,0.0063,give people born vienna died berlin,thesaurus.topn3.replace,0.0063,give people born vienna died berlin,anchor.topn3.replace,0.0063,give people born vienna died berlin,termluster.topn5.3.qld,0.0053,give people born vienna died berlin birth place studi birth born place music,stem.krovetz,0.0038,give me all people that were born in vienna and die in berlin,stem.porter2,0.0038,give me all peopl that were born in vienna and die in berlin,onfields.topn3.10.1.1.qld,0.0031,"{'die': 2, 'and': 2, 'in': 2, 'born': 2, 'were': 2, 'that': 2, 'peopl': 2, 'all': 2, 'me': 2, 'give': 2, 'vienna': 2, 'berlin': 2, 'song': 1.979, 'irv': 1.67, 'wolfsthal': 1.299, 'austrian': 1.289, 'fuch': 1.216, 'philharmon': 1.206, 'clarinetist': 1.196, 'wenzel': 1.175, 'click': 1.175}",,,,,,,,,,,,,,,,,,
QALD2_te-21,What is the capital of Canada,0.0169,9,thesaurus.topn3,0.0729,capital canada,anchor.topn3,0.0729,capital canada,thesaurus.topn3.replace,0.0729,capital canada,anchor.topn3.replace,0.0729,capital canada,onfields.topn3.10.1.1.qld,0.0547,"{'of': 2, 'the': 2, 'is': 2, 'what': 2, 'canada': 2, 'capit': 2, 'exchang': 1.5, 'commiss': 1.488, 'ncc': 1.419, 'montreal': 1.314, 'ottawa': 1.302, 'stock': 1.233, 'gatineau': 1.174, 'aequita': 1.174, 'fdc': 1.081}",rm3.topn10.10.0.5.qld,0.0517,build sentenc exchang canadian montreal ottawa bell what quebec capit canada,tagmee.topn3,0.0513,capital canada Madrid Canada,termluster.topn5.3.qld,0.0488,capital canada canada canadian capit canadian,word2vec.topn3,0.0178,capital canada captial capitol canadian quebec usa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QALD2_te-22,Who is the governor of Texas,0.39899999999999997,7,thesaurus.topn3,0.4849,governor texas,anchor.topn3,0.4849,governor texas,tagmee.topn3,0.4849,governor texas Governor of Texas,thesaurus.topn3.replace,0.4849,governor texas,anchor.topn3.replace,0.4849,governor texas,conceptluster.topn5.3.qld,0.4849,governor texas governor texas,termluster.topn5.3.qld,0.4003,governor texas texa serv year year serv governor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QALD2_te-24,Who was the father of Queen Elizabeth II,0.3757,6,onfields.topn3.10.1.1.qld,0.5646,"{'of': 2, 'father': 2, 'the': 2, 'wa': 2, 'who': 2, 'ii': 2, 'queen': 2, 'elizabeth': 2, 'monarch': 1.267, 'coron': 1.206, 'head': 1.191, 'princess': 1.17, 'commonwealth': 1.119, 'realm': 1.064, 'jubile': 1.037, 'monarchi': 1.0}",conceptnet.topn3,0.4589,father queen elizabeth ii dad parent king royal crown a woman s name Elizabeth I Elizabeth II   two iii,wordnet.topn3,0.4364,father queen elizabeth ii Church Father beget begetter pansy fairy tabby Elizabeth II Elizabeth I deuce,tagmee.topn3,0.4287,father queen elizabeth ii The Who Father  band  Elizabeth II,adaponfields.topn3.exgov2.4.0.25.10.1.1.qld,0.4194,"{'ii': 2, 'of': 2, 'father': 2, 'the': 2, 'wa': 2, 'who': 2, 'p': 2.0, 'queen': 2, 'elizabeth': 2, 'ill': 1.109, 'royal': 1.063, 'reign': 1.056, 'would': 1.043, 'viii': 1.028, 'tudor': 1.028, 'faction': 1.025, 'monarchi': 1.0}",relevancefeedback.topn10.qld,0.4057,who was the father of queen elizabeth ii  coron jubile duke medal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QALD2_te-25,Which U S  state has been admitted latest,0.0128,10,conceptluster.topn5.3.qld,0.2297,u s  state admitted latest admission union,stem.porter,0.1,which u s state ha been admitt latest,sensedisambiguation,0.0771,Which U S  united states government state state of matter has been admitted admit latest late,tagmee.topn3.replace,0.0769,The Who Amanda Palmer,adaponfields.topn3.exgov2.4.0.25.10.1.1.qld,0.0714,"{'latest': 2, 'admit': 2, 'been': 2, 'ha': 2, 'state': 2, 'us': 2, 'which': 2, 'applic': 2.0, 'insur': 1.535, 'requir': 1.488, 'depart': 1.469, 'shall': 1.452, 'power': 1.33, 'propos': 1.274, 'njac': 1.224, 'admiss': 1.221, 'ucaa': 1.152, 'naic': 1.119}",sensedisambiguation.replace,0.0595,Which united states government state of matter has been admit late,tagmee.topn3,0.0448,u s  state admitted latest U S  state Admission to the Union,rm3.topn10.10.0.5.qld,0.0434,state ha bar latest been u  puerto court she union admiss rico which myer gene admit,wiki.topn3,0.0228,u s  state admitted latest country subdivisions of the americas west virginia west virginia U S  state Admission to the Union,stem.trunc5,0.0135,which u s state has been admit lates,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QALD2_te-27,Sean Parnell is the governor of which U S  state,0.5381,4,bertqe.topn10.qld,0.7917,"{'Sean Parnell is the governor of which US state': 1.5, 'parnell elected governor': 1.0, '19621119 gov sean parnell governor': 0.9545454545454545, 'sean parnell 2 alaska gubernatorial': 0.9393939393939393, 'sean parnellduring republican gubernatorial': 0.8939393939393939, 'governors alaska sean parnell': 0.803030303030303}",tagmee.topn3.replace,0.5826,Give In to Me Dog breed German Shepherd,termluster.topn5.3.qld,0.5734,sean parnell governor u s  state elect governor parnel walker unit state elect parnel parti elect governor parnel,adaponfields.topn3.exgov2.4.0.25.10.1.1.qld,0.5636,"{'state': 2, 'us': 2, 'which': 2, 'of': 2, 'governor': 2, 'the': 2, 'is': 2, 'parnel': 2, 'sean': 2, 'e': 2.0, 'r': 1.699, 'l': 1.627, 'hs': 1.164, 'j': 1.113, 'sh': 1.095, 'school': 1.05, 'jsh': 1.025, 'central': 1.021, 'cl': 1.015, 'academi': 1.0}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QALD2_te-28,Give me all movies directed by Francis Ford Coppola,0.6346,11,conceptnet.topn3,0.8417,give movies directed francis ford coppola offer provide pay oriented a company Francis Ford Coppola,tagmee.topn3,0.8352,give movies directed francis ford coppola Give In to Me Feature film Film director Francis Ford Coppola,thesaurus.topn3,0.787,give movies directed francis ford coppola,anchor.topn3,0.787,give movies directed francis ford coppola,thesaurus.topn3.replace,0.787,give movies directed francis ford coppola,anchor.topn3.replace,0.787,give movies directed francis ford coppola,wordnet.topn3,0.7844,give movies directed francis ford coppola throw make establish moving picture picture show motion picture mastermind target conduct John Ford Gerald Ford Francis Ford Coppola,sensedisambiguation.replace,0.7122,hold me all movie direct by Francis ford coppola,termluster.topn5.3.qld,0.7082,give movies directed francis ford coppola star franci ford star movi ford coppola franci movi ford franci movi,wordnet.topn3.replace,0.679,throw make establish moving picture picture show motion picture mastermind target conduct francis John Ford Gerald Ford Francis Ford Coppola,word2vec.topn3,0.6662,give movies directed francis ford coppola provide films produced nicholas bernard xavier mondeo,,,,,,,,,,,,,,,,,,,,,,,,,,,
QALD2_te-29,Give me all actors starring in movies directed by and starring William Shatner,0.2329,8,thesaurus.topn3,0.3049,give actors starring movies directed starring william shatner,anchor.topn3,0.3049,give actors starring movies directed starring william shatner,thesaurus.topn3.replace,0.3049,give actors starring movies directed starring william shatner,anchor.topn3.replace,0.3049,give actors starring movies directed starring william shatner,tagmee.topn3,0.2888,give actors starring movies directed starring william shatner Give In to Me Actor Film Film director William Shatner,termluster.topn5.3.qld,0.2703,give actors starring movies directed starring william shatner william trek star william trek shatner william trek shatner shatner star film star william film,relevancefeedback.topn10.qld,0.2667,give me all actors starring in movies directed by and starring william shatner  star film shatner canadian frank,sensedisambiguation.replace,0.2612,hold me all actor star in movie direct by and star William Shatner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QALD2_te-31,Give me all current Methodist national leaders,0.0476,9,termluster.topn5.3.qld,0.0884,give current methodist national leaders unit,sensedisambiguation.replace,0.0846,yield me all current methodist national leader,thesaurus.topn3,0.0808,give current methodist national leaders,anchor.topn3,0.0808,give current methodist national leaders,thesaurus.topn3.replace,0.0808,give current methodist national leaders,anchor.topn3.replace,0.0808,give current methodist national leaders,word2vec.topn3,0.059000000000000004,give current methodist national leaders provide previous past lutheran baptist regional international local officials,relevancefeedback.topn10.qld,0.0547,give me all current methodist national leaders  song lai hi missouri member activist tindlei state,rm3.topn10.10.0.5.qld,0.0526,all current methodist tindlei leader nation give album missouri singl me lai song,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QALD2_te-33,Give me all Australian nonprofit organizations,0.0051,13,wiki.topn3.replace,0.0408,british islands united kingdom great britain United Kingdom cities in london greater london city of london City of London military locations headquarters aspects of organizations Headquarters secret intelligence service british intelligence agencies mi  Secret Intelligence Service,tagmee.topn3.replace,0.0374,United Kingdom City of London Headquarters Secret Intelligence Service,stem.krovetz,0.0228,give me all australia nonprofit organization,glove.topn3,0.0166,give australian nonprofit organizations take australia melbourne non profit advocacy organisations,sensedisambiguation.replace,0.0133,yield me all australian nonprofit organization,word2vec.topn3,0.0125,give australian nonprofit organizations provide australia aussie sydney non profit not for profit organisations groups,thesaurus.topn3,0.0122,give australian nonprofit organizations,anchor.topn3,0.0122,give australian nonprofit organizations,thesaurus.topn3.replace,0.0122,give australian nonprofit organizations,anchor.topn3.replace,0.0122,give australian nonprofit organizations,conceptluster.topn5.3.qld,0.0109,give australian nonprofit organizations give all australian team nonprofit organization,tagmee.topn3,0.0074,give australian nonprofit organizations Give In to Me All Australian team Nonprofit organization Nonprofit organization,adaponfields.topn3.exgov2.4.0.25.10.1.1.qld,0.0062,"{'nonprofit': 2, 'australian': 2, 'all': 2, 'me': 2, 'give': 2, 'organ': 2, 'council': 1.98, 'inform': 1.71, 'volunt': 1.622, 'meet': 1.605, 'chapter': 1.409, 'committe': 1.233, 'tyc': 1.213, 'respons': 1.185, 'purpos': 1.114, 'literaci': 1.009}",,,,,,,,,,,,,,,,,,,,,
QALD2_te-34,In which military conflicts did Lawrence of Arabia participate,0.0739,10,tagmee.topn3,0.2757,military conflicts lawrence arabia participate Military War T  E  Lawrence,conceptluster.topn5.3.qld,0.2757,military conflicts lawrence arabia participate military war t  e  lawrence,bertqe.topn10.qld,0.2293,"{'In which military conflicts did Lawrence of Arabia participate': 1.5, 'lawrence emir feisal': 1.0, 'action party arabian peninsula lawrence': 0.9842075578116187, 'arabia dangerous man lawrence': 0.9740552735476593, 'e lawrence emir feisal': 0.9159616469261139, 'lawrence arabia': 0.0}",rm3.topn10.10.0.5.qld,0.2139,saudi war arab conflict revolt did forc particip ottoman regiment militari which lawrenc arabia command film,onfields.topn3.10.1.1.qld,0.2104,"{'particip': 2, 'of': 2, 'lawrenc': 2, 'did': 2, 'conflict': 2, 'militari': 2, 'which': 2, 'in': 2, 'arabia': 2, 'arab': 2.0, 'regiment': 1.747, 'forc': 1.686, 'frontier': 1.479, 'revolt': 1.428, 'ottoman': 1.423, '1916': 1.273, 'sherif': 1.129, 'piffer': 1.129, 'sharifian': 1.098}",conceptnet.topn3,0.1676,military conflicts lawrence arabia participate army rank captain Gertrude Lawrence Arabian Peninsula,wordnet.topn3,0.1463,military conflicts lawrence arabia participate armed forces war machine military machine struggle difference Saint Lawrence Sir Thomas Lawrence Lawrence of Arabia Arabian Peninsula enter take part,sensedisambiguation,0.1236,In which military conflicts battle did Lawrence of Arabia arabian peninsula participate,conceptnet.topn3.replace,0.1139,army rank captain conflicts Gertrude Lawrence Arabian Peninsula participate,wordnet.topn3.replace,0.0881,armed forces war machine military machine struggle difference Saint Lawrence Sir Thomas Lawrence Lawrence of Arabia Arabian Peninsula enter take part,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QALD2_te-35,Who developed Skype,0.1577,14,tagmee.topn3.replace,0.7826,Give In to Me Frisian Islands Netherlands,wiki.topn3.replace,0.2923,video greatest hits   history foolish beat lovnever felt so good Give In to Me bays of the netherlands pellworm template frisian islands Frisian Islands kingdom of the netherlands netherlands member states of the dutch language union Netherlands,tagmee.topn3,0.2665,developed skype Software development Skype,relevancefeedback.topn10.qld,0.2422,who developed skype  translat tallinn develop skype codec coderstrust british microsoft,thesaurus.topn3,0.2068,developed skype,anchor.topn3,0.2068,developed skype,conceptnet.topn3,0.2068,developed skype,thesaurus.topn3.replace,0.2068,developed skype,anchor.topn3.replace,0.2068,developed skype,conceptnet.topn3.replace,0.2068,developed skype,termluster.topn5.3.qld,0.1823,developed skype skype applic develop applic,wiki.topn3,0.1796,developed skype software development softwartesting business process management Software development os x instant messaging clients skype voip services Skype,onfields.topn3.10.1.1.qld,0.1709,"{'develop': 2, 'who': 2, 'translat': 2.0, 'skype': 2, 'tallinn': 1.597, 'speech': 1.371, 'jaan': 1.323, 'univers': 1.161, 'bluemoon': 1.145, 'skyroad': 1.113, 'fasttrackkazaa': 1.081, '2000jaan': 1.081, '2014skype': 1.081}",glove.topn3,0.1651,developed skype voip messaging,,,,,,,,,,,,,,,,,,
QALD2_te-39,Give me all companies in Munich,0.0041,10,thesaurus.topn3,0.1438,give companies munich,anchor.topn3,0.1438,give companies munich,thesaurus.topn3.replace,0.1438,give companies munich,anchor.topn3.replace,0.1438,give companies munich,stem.paicehusk,0.049,giv me al company in munich,wordnet.topn3,0.0259,give companies munich throw make establish party society ship s company Muenchen,tagmee.topn3,0.0245,give companies munich Give In to Me Munich,sensedisambiguation,0.0179,Give yield me all companies ship s company in Munich,sensedisambiguation.replace,0.0078,yield me all ship s company in munich,wiki.topn3,0.0051,give companies munich video greatest hits   history foolish beat lovnever felt so good Give In to Me munich populated places established in the   th century stuttgart Munich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QALD2_te-40,List all boardgames by GMT,0.3216,11,bertqe.topn10.qld,0.7623,"{'List all boardgames by GMT': 1.5, 'gmt games conquest board game': 1.0, 'gmt games board game catchall': 1.0, 'board game gmt games logopng': 0.75, 'stand boardgame gmt games games': 0.75, 'historical board games gmt games': 0.75}",stem.trunc5,0.7559,list all board by gmt,onfields.topn3.10.1.1.qld,0.4886,"{'by': 2, 'all': 2, 'list': 2, 'boardgam': 2, 'game': 2.0, 'gmt': 2, 'board': 1.372, 'battl': 1.269, 'wargam': 1.212, 'spqr': 1.173, 'simonitch': 1.071, 'rulesspqr': 1.032, 'showcas': 1.032, 'californiabas': 1.032}",termluster.topn5.3.qld,0.3862,list boardgames gmt board game wargam,word2vec.topn3,0.3581,list boardgames gmt list  play by mail play by post utc GMT   cst,thesaurus.topn3,0.3398,list boardgames gmt,anchor.topn3,0.3398,list boardgames gmt,thesaurus.topn3.replace,0.3398,list boardgames gmt,anchor.topn3.replace,0.3398,list boardgames gmt,stem.lovins,0.3254,list al boardgam by gmt,stem.paicehusk,0.3254,list al boardgam by gmt,,,,,,,,,,,,,,,,,,,,,,,,,,,
QALD2_te-41,Who founded Intel,0.3355,9,wiki.topn3.replace,0.3486,video greatest hits   history foolish beat lovnever felt so good Give In to Me apollo    apollo    apollo    Apollo    astronauts spacshuttlatlantis destroyed spacecraft Astronaut,onfields.topn3.10.1.1.qld,0.3368,"{'found': 2, 'who': 2, 'intel': 2, 'micro': 1.225, 'corpor': 1.15, 'dia': 1.146, 'semiconductor': 1.124, 'defens': 1.075, 'microprocessor': 1.071, 'diaa': 1.052, 'microarchitectur': 1.045, 'motherboard': 1.045, 'intc': 1.03}",tagmee.topn3,0.3365,founded intel Intel,bertqe.topn10.qld,0.3361,"{'Who founded Intel': 1.5, 'intel hired directly andrew': 1.0, 'intel corporation intel corp': 0.9986449864498645, 'founding members intel': 0.9728997289972899, 'intel corporation intel corp intelcom': 0.962059620596206, 'founding members intel corporation': 0.9336043360433606}",thesaurus.topn3,0.3357,founded intel,anchor.topn3,0.3357,founded intel,thesaurus.topn3.replace,0.3357,founded intel,anchor.topn3.replace,0.3357,founded intel,conceptluster.topn5.3.qld,0.3357,founded intel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
